player_name,team_name,league,nationality,position,alt_position,ovr,team_id
Dorukhan Toköz,Eyüpspor,Trendyol Süper Lig,Turkey,CM,"['CDM', 'RB']",73,127
Omar Haktab Traoré,Heidenheim,Bundesliga,Germany,RB,,73,104
Mark Travers,AFC Bournemouth,Premier League,Republic of Ireland,GK,,73,64
Axel Tuanzebe,Ipswich,Premier League,England,CB,['RB'],73,95
Ozan Tufan,Trabzonspor,Trendyol Süper Lig,Turkey,CAM,['ST'],73,58
Deniz Türüç,Baþakþehir,Trendyol Süper Lig,Turkey,RM,"['CM', 'RW']",73,99
Salih Uçan,Beþiktaþ,Trendyol Süper Lig,Turkey,CM,"['CDM', 'CAM']",73,31
Lesley Ugochukwu,Southampton,Premier League,France,CDM,['CM'],73,57
Vallejo,Real Madrid,LALIGA EA SPORTS,Spain,CB,,73,1
Siebe Van der Heyden,RCD Mallorca,LALIGA EA SPORTS,Belgium,CB,,73,41
Mike van der Hoorn,FC Utrecht,Eredivisie,Holland,CB,,73,121
Miloš Veljkovi?,SV Werder Bremen,Bundesliga,Serbia,CB,,73,90
Villalibre,D. Alavés,LALIGA EA SPORTS,Spain,ST,,73,88
Nicolas Viola,Cagliari,Serie A Enilive,Italy,CAM,,73,91
Michel Vlap,FC Twente,Eredivisie,Holland,LM,"['CAM', 'LW']",73,72
Joel Ward,Crystal Palace,Premier League,England,RB,['CB'],73,51
Owen Wijndal,Ajax,Eredivisie,Holland,LB,,73,68
Maximilian Wittek,VfL Bochum 1848,Bundesliga,Germany,LB,['LM'],73,107
Luke Woolfenden,Ipswich,Premier League,England,CB,,73,95
Ashley Young,Everton,Premier League,England,RB,['LB'],73,33
Miha Zajc,Toulouse FC,Ligue 1 McDonald's,Slovenia,CM,['CAM'],73,89
Anass Zaroury,RC Lens,Ligue 1 McDonald's,Morocco,LM,['LW'],73,45
Akim Zedadka,LOSC Lille,Ligue 1 McDonald's,Algeria,RB,['LB'],73,49
Félix Correia,Gil Vicente,Liga Portugal,Portugal,LM,"['ST', 'LW']",72,113
Abdelkabir Abqar,D. Alavés,LALIGA EA SPORTS,Morocco,CB,,72,88
Dapo Afolayan,FC St. Pauli,Bundesliga,England,RW,"['LW', 'ST', 'RM']",72,125
Lucien Agoumé,Sevilla FC,LALIGA EA SPORTS,France,CM,['CDM'],72,66
Felix Agu,SV Werder Bremen,Bundesliga,Germany,LB,['RB'],72,90
Yunus Akgün,Galatasaray,Trendyol Süper Lig,Turkey,RM,"['CAM', 'RW']",72,12
Marvin,UD Las Palmas,LALIGA EA SPORTS,Spain,RM,"['RB', 'RW']",72,61
Paul Akouokou,OL,Ligue 1 McDonald's,Côte d'Ivoire,CDM,,72,43
Ameen Al Dakhil,VfB Stuttgart,Bundesliga,Belgium,CB,,72,60
Danijel Aleksi?,Konyaspor,Trendyol Süper Lig,Serbia,CM,['CAM'],72,102
Tadeo Allende,RC Celta,LALIGA EA SPORTS,Argentina,RM,"['LM', 'ST', 'RW']",72,25
Robson Bambu,SC Braga,Liga Portugal,Brazil,CB,,72,48
Kelvin Amian,FC Nantes,Ligue 1 McDonald's,France,RB,['CB'],72,98
Dennis Appiah,AS Saint-Étienne,Ligue 1 McDonald's,France,RB,['CB'],72,110
Yáser Asprilla,Girona FC,LALIGA EA SPORTS,Colombia,RW,"['RM', 'CAM']",72,36
Tommaso Augello,Cagliari,Serie A Enilive,Italy,LB,['LM'],72,91
Gustavo Sá,FC Famalicão,Liga Portugal,Portugal,CAM,['CM'],72,109
Mitchel Bakker,LOSC Lille,Ligue 1 McDonald's,Holland,LM,"['LB', 'LW']",72,49
Lameck Banda,Lecce,Serie A Enilive,Zambia,LW,['LM'],72,65
Federico Barba,Como,Serie A Enilive,Italy,CB,,72,47
Borna Bariši?,Trabzonspor,Trendyol Süper Lig,Croatia,LB,,72,58
Maximilian Bauer,FC Augsburg,Bundesliga,Germany,CB,,72,101
Timo Becker,Holstein Kiel,Bundesliga,Germany,RB,"['CB', 'RM']",72,124
Kristijan Beli?,AZ,Eredivisie,Serbia,CDM,['CM'],72,76
Stefan Bell,1. FSV Mainz 05,Bundesliga,Germany,CB,,72,83
Adrian Benedyczak,Parma,Serie A Enilive,Poland,LM,"['ST', 'RM', 'LW']",72,97
Daniel Bentley,Wolves,Premier League,England,GK,,72,73
Matúš Bero,VfL Bochum 1848,Bundesliga,Slovakia,CM,"['CAM', 'RM']",72,107
Myron Boadu,VfL Bochum 1848,Bundesliga,Holland,ST,,72,107
Oscar Bobb,Manchester City,Premier League,Norway,RW,['RM'],72,2
Bruno Gaspar,Vitória SC,Liga Portugal,Angola,RM,"['RB', 'RW']",72,103
Toni Borevkovi?,Vitória SC,Liga Portugal,Croatia,CB,,72,103
Róbert Bo?eník,Boavista FC,Liga Portugal,Slovakia,ST,,72,130
Matthias Braunöder,Como,Serie A Enilive,Austria,CM,['CDM'],72,47
Nathan Broadhead,Ipswich,Premier League,Wales,LM,['LW'],72,95
Gianni Bruno,Eyüpspor,Trendyol Süper Lig,Belgium,ST,['RW'],72,127
Hugo Bueno,Feyenoord,Eredivisie,Spain,LB,['LM'],72,54
Cameron Burgess,Ipswich,Premier League,Australia,CB,,72,95
Wes Burns,Ipswich,Premier League,Wales,RM,['RW'],72,95
Marnon Busch,Heidenheim,Bundesliga,Germany,RB,,72,104
Jimmy Cabot,RC Lens,Ligue 1 McDonald's,France,RB,['RM'],72,45
Liberato Cacace,Empoli,Serie A Enilive,New Zealand,LB,['LM'],72,100
Matteo Cancellieri,Parma,Serie A Enilive,Italy,LW,"['CAM', 'LM']",72,97
Antonio Candela,Venezia,Serie A Enilive,Italy,RB,,72,117
Valentín Carboni,OM,Ligue 1 McDonald's,Argentina,CAM,"['ST', 'RM']",72,69
Carlos Mané,Kayserispor,Trendyol Süper Lig,Guinea-Bissau,LM,"['RW', 'RM', 'LW']",72,138
Carmona,Sevilla FC,LALIGA EA SPORTS,Spain,RM,"['RB', 'RW']",72,66
Dário Essugo,UD Las Palmas,LALIGA EA SPORTS,Portugal,CDM,['CM'],72,61
Jhoanner Chávez,RC Lens,Ligue 1 McDonald's,Ecuador,LB,['LM'],72,45
Leandro Chichizola,Parma,Serie A Enilive,Argentina,GK,,72,97
Hamza Choudhury,Leicester City,Premier League,England,RB,"['CDM', 'CM']",72,85
Carney Chukwuemeka,Chelsea,Premier League,England,CAM,['CM'],72,24
Derek Cornelius,OM,Ligue 1 McDonald's,Canada,CB,,72,69
Charlie Cresswell,Toulouse FC,Ligue 1 McDonald's,England,CB,,72,89
Pau Cubarsí,FC Barcelona,LALIGA EA SPORTS,Spain,CB,,72,8
Nuno da Costa,Kasýmpaþa,Trendyol Süper Lig,Cape Verde Islands,ST,,72,84
Zé Pedro,FC Porto,Liga Portugal,Portugal,CB,,72,27
Riccieli,FC Famalicão,Liga Portugal,Brazil,CB,,72,109
Zuriko Davitashvili,AS Saint-Étienne,Ligue 1 McDonald's,Georgia,LM,"['RM', 'LW']",72,110
Luca de la Torre,RC Celta,LALIGA EA SPORTS,United States,CM,['LM'],72,25
Lorenzo De Silvestri,Bologna,Serie A Enilive,Italy,RB,['RM'],72,52
Tiago Esgaio,Arouca,Liga Portugal,Portugal,RB,"['LB', 'CB']",72,128
Alan,Moreirense FC,Liga Portugal,Brazil,CAM,,72,122
Koni De Winter,Genoa,Serie A Enilive,Belgium,CB,['RB'],72,93
Thomas Delaine,Strasbourg,Ligue 1 McDonald's,France,LB,['LM'],72,81
Olivier Deman,SV Werder Bremen,Bundesliga,Belgium,LB,['LM'],72,90
Emmanuel Dennis,Nott'm Forest,Premier League,Nigeria,LM,"['ST', 'LW']",72,77
Gianluca Di Chiara,Parma,Serie A Enilive,Italy,LB,,72,97
Oumar Diakité,Stade de Reims,Ligue 1 McDonald's,Côte d'Ivoire,ST,,72,87
Bamba Dieng,Angers SCO,Ligue 1 McDonald's,Senegal,ST,,72,131
Loïs Diony,Angers SCO,Ligue 1 McDonald's,France,ST,,72,131
Jaume,Valencia CF,LALIGA EA SPORTS,Spain,GK,,72,22
Aron Dønnum,Toulouse FC,Ligue 1 McDonald's,Norway,RM,"['LM', 'RW']",72,89
Guéla Doué,Strasbourg,Ligue 1 McDonald's,Côte d'Ivoire,RB,,72,81
Ismaël Doukouré,Strasbourg,Ligue 1 McDonald's,France,CDM,"['CM', 'CB']",72,81
Carel Eiting,FC Twente,Eredivisie,Holland,CM,['CDM'],72,72
Jurgen Ekkelenkamp,Udinese,Serie A Enilive,Holland,CAM,"['CM', 'CDM']",72,111
Martin Erli?,Bologna,Serie A Enilive,Croatia,CB,,72,52
Sebastiano Esposito,Empoli,Serie A Enilive,Italy,ST,['CAM'],72,100
Nahuel Estévez,Parma,Serie A Enilive,Argentina,CDM,['CM'],72,97
Cláudio Falcão,Farense,Liga Portugal,Brazil,CDM,"['CM', 'CB']",72,137
Zinedine Ferhat,Angers SCO,Ligue 1 McDonald's,Algeria,RM,"['LM', 'RW']",72,131
Álvaro Carreras,SL Benfica,Liga Portugal,Spain,LB,['LM'],72,29
Frederico Venâncio,Santa Clara,Liga Portugal,Portugal,CB,,72,139
Kilian Fischer,VfL Wolfsburg,Bundesliga,Germany,RB,"['CM', 'RM']",72,62
Ryan Flamingo,PSV,Eredivisie,Holland,CB,['CDM'],72,50
David Datro Fofana,Chelsea,Premier League,Côte d'Ivoire,ST,,72,24
Malick Fofana,OL,Ligue 1 McDonald's,Belgium,LW,['LM'],72,43
Yahia Fofana,Angers SCO,Ligue 1 McDonald's,Côte d'Ivoire,GK,,72,131
Jonas Föhrenbach,Heidenheim,Bundesliga,Germany,LB,,72,104
Ryan Fraser,Southampton,Premier League,Scotland,LW,['LM'],72,57
Ignatius Ganago,FC Nantes,Ligue 1 McDonald's,Cameroon,ST,['LM'],72,98
Ulisses Garcia,OM,Ligue 1 McDonald's,Switzerland,LB,,72,69
Kialonda Gaspar,Lecce,Serie A Enilive,Angola,CB,,72,65
Lautaro Giannetti,Udinese,Serie A Enilive,Argentina,CB,,72,111
Dimitris Giannoulis,FC Augsburg,Bundesliga,Greece,LB,,72,101
Edoardo Goldaniga,Como,Serie A Enilive,Italy,CB,,72,47
Rodrigo Gomes,Wolves,Premier League,Portugal,RW,"['LW', 'RM']",72,73
Unai Gómez,Athletic Club,LALIGA EA SPORTS,Spain,CAM,"['CM', 'LM']",72,19
Sergio,CD Leganés,LALIGA EA SPORTS,Spain,CB,,72,78
Morgan Guilavogui,FC St. Pauli,Bundesliga,Guinea,ST,['RM'],72,125
Serdar Gürler,Baþakþehir,Trendyol Süper Lig,Turkey,LM,"['RM', 'LW']",72,99
Kortney Hause,Aston Villa,Premier League,England,CB,,72,17
Christophe Hérelle,Bodrum FK,Trendyol Süper Lig,France,CB,,72,140
Javi Hernández,CD Leganés,LALIGA EA SPORTS,Spain,LB,['CB'],72,78
Ki-Jana Hoever,AJ Auxerre,Ligue 1 McDonald's,Holland,RB,['RM'],72,120
Benedict Hollerbach,Union Berlin,Bundesliga,Germany,ST,"['CAM', 'RM']",72,82
Timo Horn,VfL Bochum 1848,Bundesliga,Germany,GK,,72,107
Hwang Ui Jo,Nott'm Forest,Premier League,Korea Republic,ST,,72,77
Jeong Woo Yeong,Union Berlin,Bundesliga,Korea Republic,CAM,['ST'],72,82
Tino Kadewere,FC Nantes,Ligue 1 McDonald's,Zimbabwe,ST,['RM'],72,98
Yann Karamoh,Torino,Serie A Enilive,France,LM,"['ST', 'RM', 'LW']",72,37
Yassine Kechta,Havre AC,Ligue 1 McDonald's,Morocco,CM,['CDM'],72,115
Olivier Kemen,Baþakþehir,Trendyol Süper Lig,Cameroon,CM,"['CAM', 'CDM']",72,99
Marc-Oliver Kempf,Como,Serie A Enilive,Germany,CB,,72,47
Wahbi Khazri,Montpellier,Ligue 1 McDonald's,Tunisia,ST,['LM'],72,71
Abdukodir Khusanov,RC Lens,Ligue 1 McDonald's,Uzbekistan,CB,,72,45
Semih Kýlýçsoy,Beþiktaþ,Trendyol Süper Lig,Turkey,ST,"['LW', 'RM']",72,31
Joshua Kitolano,Sparta Rotterdam,Eredivisie,Norway,CM,['CDM'],72,106
Kenan Kodro,Gaziantep,Trendyol Süper Lig,Bosnia and Herzegovina,ST,,72,116
Mats Köhlert,sc Heerenveen,Eredivisie,Germany,LB,,72,136
Ismaël Koné,OM,Ligue 1 McDonald's,Canada,CM,,72,69
Sam Larsson,Antalyaspor,Trendyol Süper Lig,Sweden,LM,"['CAM', 'ST', 'LW']",72,141
Tobias Lauritsen,Sparta Rotterdam,Eredivisie,Norway,ST,,72,106
Maxim Leitsch,1. FSV Mainz 05,Bundesliga,Germany,CB,,72,83
Roberto López,CD Leganés,LALIGA EA SPORTS,Spain,CAM,"['RM', 'ST']",72,78
Lorenzo Lucca,Udinese,Serie A Enilive,Italy,ST,,72,111
Tomás Ribeiro,Vitória SC,Liga Portugal,Portugal,CB,,72,103
Soungoutou Magassa,AS Monaco,Ligue 1 McDonald's,France,CB,,72,53
Frank Magri,Toulouse FC,Ligue 1 McDonald's,Cameroon,ST,['LM'],72,89
Gaius Makouta,Alanyaspor,Trendyol Süper Lig,Congo,CDM,"['CM', 'CAM']",72,126
Youssef Maleh,Empoli,Serie A Enilive,Morocco,CM,,72,100
Christos Mandas,Lazio,Serie A Enilive,Greece,GK,,72,34
Vito Mannone,LOSC Lille,Ligue 1 McDonald's,Italy,GK,,72,49
Jonas Martin,Stade Brestois 29,Ligue 1 McDonald's,France,CDM,['CM'],72,74
Aarón,Genoa,Serie A Enilive,Spain,LB,['LM'],72,93
Adam Masina,Torino,Serie A Enilive,Morocco,CB,['LB'],72,37
Eliot Matazo,AS Monaco,Ligue 1 McDonald's,Belgium,CDM,['CM'],72,53
Christian Mawissa,AS Monaco,Ligue 1 McDonald's,France,CB,"['RB', 'LB']",72,53
Pasquale Mazzocchi,SSC Napoli,Serie A Enilive,Italy,RM,"['LM', 'RB', 'RW']",72,20
Levent Mercan,Fenerbahçe,Trendyol Süper Lig,Turkey,LB,['LM'],72,30
Valentin Mih?il?,Parma,Serie A Enilive,Romania,LM,['LW'],72,97
Lewis Miley,Newcastle Utd,Premier League,England,CM,,72,21
Ilaix Moriba,RC Celta,LALIGA EA SPORTS,Guinea,CM,['CAM'],72,25
Tyler Morton,Liverpool,Premier League,England,CDM,['CM'],72,6
Florian Müller,SC Freiburg,Bundesliga,Germany,GK,,72,42
Junior Mwanga,Strasbourg,Ligue 1 McDonald's,France,CDM,['CM'],72,81
Robert Navarro,RCD Mallorca,LALIGA EA SPORTS,Spain,LM,"['CM', 'LW']",72,41
Umut Nayir,Konyaspor,Trendyol Süper Lig,Turkey,ST,,72,102
Loïc Négo,Havre AC,Ligue 1 McDonald's,Hungary,RM,['RW'],72,115
Nathan Ngoumou,M'gladbach,Bundesliga,France,RM,"['RW', 'LM']",72,79
Stanley Nsoki,TSG Hoffenheim,Bundesliga,France,CB,['LB'],72,39
Kenedy,R. Valladolid CF,LALIGA EA SPORTS,Brazil,LM,"['RM', 'ST', 'LW']",72,92
Antonio Nusa,RB Leipzig,Bundesliga,Norway,LM,"['LW', 'RM']",72,23
Bram Nuytinck,N.E.C. Nijmegen,Eredivisie,Holland,CB,,72,108
Caleb Okoli,Leicester City,Premier League,Italy,CB,,72,85
João Gonçalves,Boavista FC,Liga Portugal,Portugal,GK,,72,130
Kewin,Moreirense FC,Liga Portugal,Brazil,GK,,72,122
Jean Onana,Beþiktaþ,Trendyol Süper Lig,Cameroon,CM,['CDM'],72,31
Frank Onyeka,FC Augsburg,Bundesliga,Nigeria,CM,['CDM'],72,101
Gabriel Osho,AJ Auxerre,Ligue 1 McDonald's,Nigeria,CB,,72,120
Yordan Osorio,Parma,Serie A Enilive,Venezuela,CB,,72,97
Leo Østigård,Stade Rennais FC,Ligue 1 McDonald's,Norway,CB,,72,86
Rémi Oudin,Lecce,Serie A Enilive,France,RW,"['LW', 'CAM', 'RM']",72,65
Berkay Özcan,Baþakþehir,Trendyol Süper Lig,Turkey,CM,"['CDM', 'ST']",72,99
Berat Özdemir,Baþakþehir,Trendyol Süper Lig,Turkey,CM,['CDM'],72,99
Renato Veiga,Chelsea,Premier League,Portugal,CDM,"['CB', 'LB']",72,24
Remko Pasveer,Ajax,Eredivisie,Holland,GK,,72,68
Dimitrios Pelkas,Baþakþehir,Trendyol Süper Lig,Greece,CAM,"['LM', 'CM']",72,99
Alexandre Penetra,AZ,Eredivisie,Portugal,CB,['RB'],72,76
Daniel Peretz,FC Bayern München,Bundesliga,Israel,GK,,72,3
Sebastián Pérez,Boavista FC,Liga Portugal,Colombia,CDM,['CM'],72,130
Gaëtan Perrin,AJ Auxerre,Ligue 1 McDonald's,France,LM,"['RM', 'LW']",72,120
Marvin Pieringer,Heidenheim,Bundesliga,Germany,ST,,72,104
Carlo Pinsoglio,Juventus,Serie A Enilive,Italy,GK,,72,18
Samuel Portugal,FC Porto,Liga Portugal,Brazil,GK,,72,27
Matteo Prati,Cagliari,Serie A Enilive,Italy,CDM,['CM'],72,91
Ionu? Andrei Radu,Inter,Serie A Enilive,Romania,GK,,72,7
Youri Regeer,FC Twente,Eredivisie,Holland,RB,"['LB', 'CM']",72,72
Chadi Riad,Crystal Palace,Premier League,Morocco,CB,,72,51
Kiko Bondoso,Rio Ave FC,Liga Portugal,Portugal,LW,"['RW', 'LM']",72,114
Omar Richards,Rio Ave FC,Liga Portugal,England,LB,,72,114
Luka Romero,D. Alavés,LALIGA EA SPORTS,Argentina,RM,['RW'],72,88
Tom Rothe,Union Berlin,Bundesliga,Germany,LB,['LM'],72,82
Falaye Sacko,Montpellier,Ligue 1 McDonald's,Mali,RB,,72,71
Manolis Saliakas,FC St. Pauli,Bundesliga,Greece,RB,['RM'],72,125
Juanlu Sánchez,Sevilla FC,LALIGA EA SPORTS,Spain,RB,,72,66
Philipp Sander,M'gladbach,Bundesliga,Germany,CM,['CDM'],72,79
Ivo Rodrigues,Arouca,Liga Portugal,Portugal,CM,['CAM'],72,128
Kevin Schade,Brentford,Premier League,Germany,LW,"['ST', 'RW', 'LM']",72,70
Andreas Schjelderup,SL Benfica,Liga Portugal,Norway,LW,"['RW', 'CAM', 'LM']",72,29
Niklas Schmidt,Toulouse FC,Ligue 1 McDonald's,Germany,CM,['CAM'],72,89
Lasse Schøne,N.E.C. Nijmegen,Eredivisie,Denmark,CM,['CDM'],72,108
Eldor Shomurodov,AS Roma,Serie A Enilive,Uzbekistan,ST,,72,13
Djibril Sidibé,Toulouse FC,Ligue 1 McDonald's,France,RB,['LB'],72,89
Giuliano Simeone,Atlético de Madrid,LALIGA EA SPORTS,Argentina,ST,,72,9
Daley Sinkgraven,UD Las Palmas,LALIGA EA SPORTS,Holland,LB,['LM'],72,61
Ibrahim Sissoko,AS Saint-Étienne,Ligue 1 McDonald's,Mali,ST,,72,110
Steven Skrzybski,Holstein Kiel,Bundesliga,Germany,ST,['CAM'],72,124
Brenner,Udinese,Serie A Enilive,Brazil,ST,,72,111
Ali Sowe,Çaykur Rizespor,Trendyol Süper Lig,Gambia,ST,,72,123
Djed Spence,Spurs,Premier League,England,RB,,72,16
Mamadou Sylla,R. Valladolid CF,LALIGA EA SPORTS,Senegal,ST,"['RM', 'LM']",72,92
Issiaga Sylla,Montpellier,Ligue 1 McDonald's,Guinea,LB,,72,71
Abakar Sylla,Strasbourg,Ligue 1 McDonald's,Côte d'Ivoire,CB,,72,81
Florian Tardieu,AS Saint-Étienne,Ligue 1 McDonald's,France,CDM,['CM'],72,110
Chiquinho,RCD Mallorca,LALIGA EA SPORTS,Portugal,LW,"['RW', 'LM']",72,41
Charlie Taylor,Southampton,Premier League,England,LB,,72,57
Casper Tengstedt,Hellas Verona,Serie A Enilive,Denmark,ST,,72,94
Florian Thauvin,Udinese,Serie A Enilive,France,ST,,72,111
Morten Thorsby,Genoa,Serie A Enilive,Norway,CM,,72,93
Harry Toffolo,Nott'm Forest,Premier League,England,LB,,72,77
Isaak Touré,Udinese,Serie A Enilive,France,CB,,72,111
El Bilal Touré,VfB Stuttgart,Bundesliga,Mali,ST,,72,60
Abdoulaye Touré,Havre AC,Ligue 1 McDonald's,Guinea,CDM,['CM'],72,115
Can Uzun,Frankfurt,Bundesliga,Turkey,CAM,"['ST', 'CM']",72,46
Emanuele Valeri,Parma,Serie A Enilive,Italy,LB,['LM'],72,97
Mattia Valoti,Monza,Serie A Enilive,Italy,CM,['CAM'],72,80
Denis Vavro,VfL Wolfsburg,Bundesliga,Slovakia,CB,,72,62
Nick Viergever,FC Utrecht,Eredivisie,Holland,CB,['LB'],72,121
Marios Vrousai,Rio Ave FC,Liga Portugal,Greece,LM,"['CAM', 'RM', 'LW']",72,114
Hauke Wahl,FC St. Pauli,Bundesliga,Germany,CB,,72,125
Danny Ward,Leicester City,Premier League,Wales,GK,,72,85
Noah Weißhaupt,SC Freiburg,Bundesliga,Germany,LM,"['RM', 'CAM', 'LW']",72,42
Mateusz Wieteska,Cagliari,Serie A Enilive,Poland,CB,,72,91
Cláudio Winck,Kasýmpaþa,Trendyol Süper Lig,Brazil,RB,,72,84
Étienne Youté Kinkoué,Havre AC,Ligue 1 McDonald's,France,CB,,72,115
Francesco Zampano,Venezia,Serie A Enilive,Italy,LB,['RB'],72,117
Alessandro Zanoli,Genoa,Serie A Enilive,Italy,RB,['RM'],72,93
Zarraga,Udinese,Serie A Enilive,Spain,CM,['CDM'],72,111
Nermin Zoloti?,Casa Pia AC,Liga Portugal,Bosnia and Herzegovina,CB,,72,112
Szymon ?urkowski,Empoli,Serie A Enilive,Poland,CM,['CAM'],72,100
Ali Abdi,OGC Nice,Ligue 1 McDonald's,Tunisia,LB,,71,63
Matthis Abline,FC Nantes,Ligue 1 McDonald's,France,ST,['LM'],71,98
Jean-Eudes Aholou,Angers SCO,Ligue 1 McDonald's,Côte d'Ivoire,CM,['CDM'],71,131
Halil Akbunar,Eyüpspor,Trendyol Süper Lig,Turkey,RM,"['LM', 'RW']",71,127
Gonçalo Borges,FC Porto,Liga Portugal,Portugal,LM,"['RM', 'LW']",71,27
Jim Allevinah,Angers SCO,Ligue 1 McDonald's,Gabon,RM,"['LM', 'RW']",71,131
Altimira,Real Betis,LALIGA EA SPORTS,Spain,CM,['CDM'],71,38
Lucas Lima,Baþakþehir,Trendyol Süper Lig,Brazil,LB,,71,99
Mattia Bani,Genoa,Serie A Enilive,Italy,CB,,71,93
Aymen Barkok,1. FSV Mainz 05,Bundesliga,Morocco,CAM,"['ST', 'CM']",71,83
João Novais,Rio Ave FC,Liga Portugal,Portugal,CM,['CDM'],71,114
Enzo Barrenechea,Valencia CF,LALIGA EA SPORTS,Argentina,CDM,['CM'],71,22
Dylan Batubinsika,AS Saint-Étienne,Ligue 1 McDonald's,Congo DR,CB,,71,110
Daniel Batz,1. FSV Mainz 05,Bundesliga,Germany,GK,,71,83
Finn Ole Becker,TSG Hoffenheim,Bundesliga,Germany,CM,['CDM'],71,39
Carlos Benavídez,D. Alavés,LALIGA EA SPORTS,Uruguay,CDM,['CM'],71,88
Aylton Boa Morte,Kayserispor,Trendyol Süper Lig,Portugal,RM,['RW'],71,138
Pawe? Bochniewicz,sc Heerenveen,Eredivisie,Poland,CB,,71,136
Flavien-Enzo Boyomo,CA Osasuna,LALIGA EA SPORTS,Cameroon,CB,['RB'],71,75
Umut Bozok,Trabzonspor,Trendyol Süper Lig,Turkey,ST,,71,58
Fabian Bredlow,VfB Stuttgart,Bundesliga,Germany,GK,,71,60
Anthony Briançon,AS Saint-Étienne,Ligue 1 McDonald's,France,CB,,71,110
Ezequiel Bullaude,Fortuna Sittard,Eredivisie,Argentina,CAM,['CM'],71,142
Pierrick Capelle,Angers SCO,Ligue 1 McDonald's,France,CDM,['CM'],71,131
Marc Cardona,UD Las Palmas,LALIGA EA SPORTS,Spain,ST,,71,61
Cesare Casadei,Chelsea,Premier League,Italy,CM,"['CAM', 'CDM']",71,24
Josué Casimir,Havre AC,Ligue 1 McDonald's,France,RM,"['ST', 'RW']",71,115
Nélson Oliveira,Vitória SC,Liga Portugal,Portugal,ST,,71,103
Maximiliano Caufriez,Valencia CF,LALIGA EA SPORTS,Belgium,CB,,71,22
Ond?ej ?el?stka,Bodrum FK,Trendyol Süper Lig,Czech Republic,CB,,71,140
Fabien Centonze,FC Nantes,Ligue 1 McDonald's,France,RB,,71,98
Ricardo Mangas,Vitória SC,Liga Portugal,Portugal,LM,"['LB', 'LW']",71,103
Timmy Chandler,Frankfurt,Bundesliga,United States,RB,['RM'],71,46
Youssef Chermiti,Everton,Premier League,Portugal,ST,,71,33
Marcus Coco,FC Nantes,Ligue 1 McDonald's,France,RM,"['RB', 'RW']",71,98
Diego Coppola,Hellas Verona,Serie A Enilive,Italy,CB,,71,94
Fábio Ronaldo,Rio Ave FC,Liga Portugal,Portugal,LW,"['LB', 'LM']",71,114
Soumaila Coulibaly,Stade Brestois 29,Ligue 1 McDonald's,France,CB,,71,74
Woyo Coulibaly,Parma,Serie A Enilive,France,RB,['LB'],71,97
Wylan Cyprien,Parma,Serie A Enilive,France,CDM,['CM'],71,97
Keinan Davis,Udinese,Serie A Enilive,England,ST,,71,111
Fabiano Souza,Moreirense FC,Liga Portugal,Brazil,RB,['RM'],71,122
Liam Delap,Ipswich,Premier League,England,ST,['RW'],71,95
Assane Diao Diaoune,Real Betis,LALIGA EA SPORTS,Spain,RM,"['LM', 'RW']",71,38
Moussa Diarra,D. Alavés,LALIGA EA SPORTS,Mali,LB,['CB'],71,88
Pedro Díaz,Rayo Vallecano,LALIGA EA SPORTS,Spain,CM,"['CDM', 'CAM']",71,56
Moussa Djenepo,Antalyaspor,Trendyol Süper Lig,Mali,LM,"['RM', 'LW']",71,141
Lucas Piazón,AVS Futebol SAD,Liga Portugal,Brazil,CAM,"['RW', 'CM']",71,143
Benjamín Domínguez,Bologna,Serie A Enilive,Argentina,LM,"['CAM', 'LW']",71,52
Denis Dr?gu?,Trabzonspor,Trendyol Süper Lig,Romania,ST,['LM'],71,58
Jean-Kévin Duverne,FC Nantes,Ligue 1 McDonald's,Haiti,LB,"['RB', 'CB']",71,98
Enzo Ebosse,Udinese,Serie A Enilive,Cameroon,CB,,71,111
Souffian El Karouani,FC Utrecht,Eredivisie,Morocco,LB,,71,121
Eren Elmalý,Trabzonspor,Trendyol Süper Lig,Turkey,LB,['CB'],71,58
Ivo Pinto,Fortuna Sittard,Eredivisie,Portugal,RB,,71,142
Mamadou Fall,Kasýmpaþa,Trendyol Süper Lig,Senegal,ST,['RM'],71,84
Clayton,Rio Ave FC,Liga Portugal,Brazil,ST,,71,114
Miguel Maga,Vitória SC,Liga Portugal,Portugal,RB,['RM'],71,103
Martin Frese,Hellas Verona,Serie A Enilive,Denmark,LB,,71,94
Joan González,Lecce,Serie A Enilive,Spain,CM,,71,65
Mario González,FC Famalicão,Liga Portugal,Spain,ST,"['LW', 'RW']",71,109
Jay Gorter,Ajax,Eredivisie,Holland,GK,,71,68
Alberto Grassi,Empoli,Serie A Enilive,Italy,CM,['CDM'],71,100
Robert Gumny,FC Augsburg,Bundesliga,Poland,RB,['CB'],71,101
Koray Günter,Göztepe,Trendyol Süper Lig,Turkey,CB,,71,134
Rodrigo Guth,Fortuna Sittard,Eredivisie,Brazil,CB,,71,142
Alen Halilovi?,Fortuna Sittard,Eredivisie,Croatia,CAM,['CM'],71,142
Isaac Hayden,Newcastle Utd,Premier League,England,CDM,"['CM', 'CB']",71,21
George Hirst,Ipswich,Premier League,England,ST,,71,95
Cédric Hountondji,Angers SCO,Ligue 1 McDonald's,Benin,CB,,71,131
Alessio Iovine,Como,Serie A Enilive,Italy,RB,['RM'],71,47
Andy Irving,West Ham,Premier League,Scotland,CM,['CAM'],71,35
