player_name,team_name,league,nationality,position,alt_position,ovr,team_id
Anthony Briançon,AS Saint-Étienne,Ligue 1 McDonald's,France,CB,,71,117
Ezequiel Bullaude,Fortuna Sittard,Eredivisie,Argentina,CAM,['CM'],71,156
Pierrick Capelle,Angers SCO,Ligue 1 McDonald's,France,CDM,['CM'],71,142
Marc Cardona,UD Las Palmas,LALIGA EA SPORTS,Spain,ST,,71,61
Cesare Casadei,Chelsea,Premier League,Italy,CM,"['CAM', 'CDM']",71,24
Josué Casimir,Havre AC,Ligue 1 McDonald's,France,RM,"['ST', 'RW']",71,122
Nélson Oliveira,Vitória SC,Liga Portugal,Portugal,ST,,71,109
Maximiliano Caufriez,Valencia CF,LALIGA EA SPORTS,Belgium,CB,,71,22
Fabien Centonze,FC Nantes,Ligue 1 McDonald's,France,RB,,71,103
Ricardo Mangas,Vitória SC,Liga Portugal,Portugal,LM,"['LB', 'LW']",71,109
Timmy Chandler,Frankfurt,Bundesliga,United States,RB,['RM'],71,46
Youssef Chermiti,Everton,Premier League,Portugal,ST,,71,33
Marcus Coco,FC Nantes,Ligue 1 McDonald's,France,RM,"['RB', 'RW']",71,103
Diego Coppola,Hellas Verona,Serie A Enilive,Italy,CB,,71,98
Fábio Ronaldo,Rio Ave FC,Liga Portugal,Portugal,LW,"['LB', 'LM']",71,121
Soumaila Coulibaly,Stade Brestois 29,Ligue 1 McDonald's,France,CB,,71,76
Woyo Coulibaly,Parma,Serie A Enilive,France,RB,['LB'],71,101
Wylan Cyprien,Parma,Serie A Enilive,France,CDM,['CM'],71,101
Oday Dabbagh,Sp. Charleroi,1A Pro League,Palestine,ST,,71,116
Keinan Davis,Udinese,Serie A Enilive,England,ST,,71,118
Fabiano Souza,Moreirense FC,Liga Portugal,Brazil,RB,['RM'],71,131
Liam Delap,Ipswich,Premier League,England,ST,['RW'],71,99
Mathias Delorge,KAA Gent,1A Pro League,Belgium,CM,['CDM'],71,137
Assane Diao Diaoune,Real Betis,LALIGA EA SPORTS,Spain,RM,"['LM', 'RW']",71,38
Moussa Diarra,D. Alavés,LALIGA EA SPORTS,Mali,LB,['CB'],71,90
Pedro Díaz,Rayo Vallecano,LALIGA EA SPORTS,Spain,CM,"['CDM', 'CAM']",71,56
Lucas Piazón,AVS Futebol SAD,Liga Portugal,Brazil,CAM,"['RW', 'CM']",71,157
Benjamín Domínguez,Bologna,Serie A Enilive,Argentina,LM,"['CAM', 'LW']",71,52
Denis Dr?gu?,Eyüpspor,Trendyol Süper Lig,Romania,ST,['LM'],74,138
Jean-Kévin Duverne,FC Nantes,Ligue 1 McDonald's,Haiti,LB,"['RB', 'CB']",71,103
Enzo Ebosse,Udinese,Serie A Enilive,Cameroon,CB,,71,118
Souffian El Karouani,FC Utrecht,Eredivisie,Morocco,LB,,71,129
Zakaria El Ouahdi,KRC Genk,1A Pro League,Morocco,RB,['RM'],71,94
Eren Elmalý,Galatasaray,Trendyol Süper Lig,Turkey,LB,['CB'],77,12
Ivo Pinto,Fortuna Sittard,Eredivisie,Portugal,RB,,71,156
Mamadou Fall,Kasýmpaþa,Trendyol Süper Lig,Senegal,ST,['RM'],71,86
Clayton,Rio Ave FC,Liga Portugal,Brazil,ST,,71,121
Miguel Maga,Vitória SC,Liga Portugal,Portugal,RB,['RM'],71,109
Daam Foulon,KV Mechelen,1A Pro League,Belgium,LM,"['LB', 'LW']",71,127
Martin Frese,Hellas Verona,Serie A Enilive,Denmark,LB,,71,98
Omri Gandelman,KAA Gent,1A Pro League,Israel,CDM,"['CB', 'CM']",71,137
Joan González,Lecce,Serie A Enilive,Spain,CM,,71,66
Mario González,FC Famalicão,Liga Portugal,Spain,ST,"['LW', 'RW']",71,115
Jay Gorter,Ajax,Eredivisie,Holland,GK,,71,69
Alberto Grassi,Empoli,Serie A Enilive,Italy,CM,['CDM'],71,105
Robert Gumny,FC Augsburg,Bundesliga,Poland,RB,['CB'],71,107
Rodrigo Guth,Fortuna Sittard,Eredivisie,Brazil,CB,,71,156
Alen Halilovi?,Fortuna Sittard,Eredivisie,Croatia,CAM,['CM'],71,156
Isaac Hayden,Newcastle Utd,Premier League,England,CDM,"['CM', 'CB']",71,21
George Hirst,Ipswich,Premier League,England,ST,,71,99
Cédric Hountondji,Angers SCO,Ligue 1 McDonald's,Benin,CB,,71,142
Alessio Iovine,Como,Serie A Enilive,Italy,RB,['RM'],71,47
Andy Irving,West Ham,Premier League,Scotland,CM,['CAM'],71,35
Ardian Ismajli,Empoli,Serie A Enilive,Albania,CB,,71,105
Ryotaro Ito,STVV,1A Pro League,Japan,CM,,71,155
Daniel Iversen,Leicester City,Premier League,Denmark,GK,,71,87
Jakub Jankto,Cagliari,Serie A Enilive,Czech Republic,CM,"['LM', 'RM']",71,95
Christian Kabasele,Udinese,Serie A Enilive,Belgium,CB,,71,118
Warren Kamanzi,Toulouse FC,Ligue 1 McDonald's,Norway,RB,['RM'],71,91
Ahmetcan Kaplan,Ajax,Eredivisie,Turkey,CB,,71,69
Michael Kayode,Fiorentina,Serie A Enilive,Italy,RB,,71,68
Yannik Keitel,VfB Stuttgart,Bundesliga,Germany,CDM,"['CM', 'CB']",71,60
Gyrano Kerk,Royal Antwerp FC,1A Pro League,Suriname,RM,"['ST', 'RW']",71,62
Emre Kýlýnç,Samsunspor,Trendyol Süper Lig,Turkey,RM,"['LM', 'RW']",73,140
Mathias Kjølø,FC Twente,Eredivisie,Norway,CDM,['CM'],71,73
Markus Kolke,SV Werder Bremen,Bundesliga,Germany,GK,,71,93
Saël Kumbedi,OL,Ligue 1 McDonald's,France,RB,,71,43
Berkan Kutlu,Galatasaray,Trendyol Süper Lig,Turkey,CM,['CDM'],74,12
Grejohn Kyei,Sp. Charleroi,1A Pro League,France,ST,,71,116
Giorgos Kyriakopoulos,Monza,Serie A Enilive,Greece,LB,['LM'],71,82
Jordan Lefort,Angers SCO,Ligue 1 McDonald's,France,LB,['CB'],71,142
Félix Lemaréchal,Strasbourg,Ligue 1 McDonald's,France,CAM,"['CM', 'RM']",71,83
Luis Guilherme,West Ham,Premier League,Brazil,RM,"['LM', 'CAM', 'RW']",71,35
Pol Lirola,OM,Ligue 1 McDonald's,Spain,RB,['CB'],71,70
Danny Loader,FC Porto,Liga Portugal,England,ST,['CAM'],71,27
Sayfallah Ltaief,FC Twente,Eredivisie,Tunisia,LM,['LW'],71,73
Yvann Maçon,AS Saint-Étienne,Ligue 1 McDonald's,France,RB,['LB'],71,117
Mathieu Maertens,OH Leuven,1A Pro League,Belgium,CAM,,71,153
Daniel Maldini,Monza,Serie A Enilive,Italy,CAM,,71,82
Eliaquim Mangala,Estoril Praia,Liga Portugal,France,CB,,71,125
Manquillo,RC Celta,LALIGA EA SPORTS,Spain,RB,['RM'],71,25
Adrián Marín,SC Braga,Liga Portugal,Spain,LB,,71,48
Rafa Marín,SSC Napoli,Serie A Enilive,Spain,CB,,71,20
João Marques,SC Braga,Liga Portugal,Portugal,LW,"['CAM', 'CM', 'LM']",71,48
Bruno Martins Indi,AZ,Eredivisie,Holland,CB,,71,78
Igor Matanovi?,Frankfurt,Bundesliga,Croatia,ST,,71,46
Isaac Mbenza,Sp. Charleroi,1A Pro League,Belgium,LM,"['ST', 'RM', 'LW']",71,116
Kasey McAteer,Leicester City,Premier League,Republic of Ireland,RW,"['CAM', 'RM']",71,87
Alex McCarthy,Southampton,Premier League,England,GK,,71,57
Scott McKenna,UD Las Palmas,LALIGA EA SPORTS,Scotland,CB,,71,61
Meseguer,R. Valladolid CF,LALIGA EA SPORTS,Spain,CM,"['CAM', 'ST']",71,96
Mateu Morey,RCD Mallorca,LALIGA EA SPORTS,Spain,RB,['RM'],71,41
Raúl Moro,R. Valladolid CF,LALIGA EA SPORTS,Spain,LM,"['RM', 'LW']",71,96
Arbnor Muja,Samsunspor,Trendyol Süper Lig,Albania,RM,"['LM', 'RW']",71,140
Mickaël Nadé,AS Saint-Étienne,Ligue 1 McDonald's,France,CB,,71,117
Adamo Nagalo,PSV,Eredivisie,Burkina Faso,CB,,71,50
Paul Nebel,1. FSV Mainz 05,Bundesliga,Germany,CAM,"['CM', 'RM']",71,85
João Virgínia,Everton,Premier League,Portugal,GK,,71,33
Yvan Neyou,CD Leganés,LALIGA EA SPORTS,Cameroon,CDM,['CM'],71,80
Olivier Ntcham,Samsunspor,Trendyol Süper Lig,Cameroon,CM,"['CAM', 'RW']",74,140
Randy Nteka,Rayo Vallecano,LALIGA EA SPORTS,France,ST,['CAM'],71,56
Miguel Cardoso,Kayserispor,Trendyol Süper Lig,Portugal,LM,"['CAM', 'CM', 'LW']",71,149
Denis Odoi,Royal Antwerp FC,1A Pro League,Ghana,RB,"['CDM', 'CB']",71,62
Lawrence Ofori,Moreirense FC,Liga Portugal,Ghana,CM,['CDM'],71,131
Masaya Okugawa,FC Augsburg,Bundesliga,Japan,LM,"['CAM', 'LW']",71,107
Andrew Omobamidele,Nott'm Forest,Premier League,Republic of Ireland,CB,,71,79
Jacob Ondrejka,Royal Antwerp FC,1A Pro League,Sweden,LM,"['RM', 'CAM', 'LW']",71,62
Bruno Onyemaechi,Boavista FC,Liga Portugal,Nigeria,LB,['CB'],71,141
Jerome Opoku,Baþakþehir,Trendyol Süper Lig,Ghana,CB,,71,104
Gaetano Oristanio,Venezia,Serie A Enilive,Italy,CAM,['ST'],71,124
Aiham Ousou,Sp. Charleroi,1A Pro League,Syria,CB,,71,116
Elisha Owusu,AJ Auxerre,Ligue 1 McDonald's,Ghana,CDM,['CM'],71,128
Pacheco,Real Sociedad,LALIGA EA SPORTS,Spain,CB,,71,28
Alberto Paleari,Torino,Serie A Enilive,Italy,GK,,71,37
Nathan Patterson,Everton,Premier League,Scotland,RB,,71,33
Andy Pelmard,Lecce,Serie A Enilive,France,CB,['RB'],71,66
Máximo Perrone,Como,Serie A Enilive,Argentina,CM,['CDM'],71,47
Giuseppe Pezzella,Empoli,Serie A Enilive,Italy,LB,['LM'],71,105
Maximilian Philipp,SC Freiburg,Bundesliga,Germany,ST,['CAM'],71,42
Roberto Piccoli,Cagliari,Serie A Enilive,Italy,ST,,71,95
Jackson Porozo,CD Leganés,LALIGA EA SPORTS,Ecuador,CB,,71,80
Mateus Quaresma,Arouca,Liga Portugal,Brazil,LB,,71,139
Benito Raman,KV Mechelen,1A Pro League,Belgium,ST,"['RW', 'LW']",71,127
Mathias Rasmussen,R. Union St.-G.,1A Pro League,Norway,CM,['CAM'],71,102
Rayan Raveloson,AJ Auxerre,Ligue 1 McDonald's,Madagascar,CDM,,71,128
Bryan Reynolds,KVC Westerlo,1A Pro League,United States,RB,,71,154
Federico Ricca,OH Leuven,1A Pro League,Uruguay,CB,['LB'],71,153
Jonny Rowe,OM,Ligue 1 McDonald's,England,RM,"['LM', 'RW']",71,70
John Ruddy,Newcastle Utd,Premier League,England,GK,,71,21
Elias Saad,FC St. Pauli,Bundesliga,Tunisia,LW,"['LM', 'CAM']",71,135
Emmanuel Sabbi,Havre AC,Ligue 1 McDonald's,United States,LM,"['ST', 'LW']",71,122
Jorge Sáenz,CD Leganés,LALIGA EA SPORTS,Spain,CB,,71,80
Ramzi Safuri,Antalyaspor,Trendyol Süper Lig,Israel,CAM,['CM'],71,152
Yoann Salmier,Havre AC,Ligue 1 McDonald's,France,CB,['RB'],71,122
Malang Sarr,RC Lens,Ligue 1 McDonald's,France,CB,['LB'],71,45
Nico Serrano,Athletic Club,LALIGA EA SPORTS,Spain,LM,"['CAM', 'RM', 'LW']",71,19
Armindo Sieb,1. FSV Mainz 05,Bundesliga,Germany,ST,['RW'],71,85
Tim Siersleben,Heidenheim,Bundesliga,Germany,CB,,71,110
Miguel Reisinho,Boavista FC,Liga Portugal,Portugal,CM,"['CAM', 'CDM']",71,141
Matte Smets,KRC Genk,1A Pro League,Belgium,CB,,71,94
Simon Sohm,Parma,Serie A Enilive,Switzerland,CAM,"['CM', 'CDM']",71,101
Álex Sola,Getafe CF,LALIGA EA SPORTS,Spain,RM,"['RB', 'RW']",71,59
Jhon Solís,Girona FC,LALIGA EA SPORTS,Colombia,CDM,['CM'],71,36
Brandon Soppy,Atalanta,Serie A Enilive,France,RB,['RM'],71,40
Yira Sor,KRC Genk,1A Pro League,Nigeria,ST,['RM'],71,94
Hélder Costa,Estoril Praia,Liga Portugal,Angola,RM,"['LM', 'CAM', 'RW']",71,125
Pascal Stenzel,VfB Stuttgart,Bundesliga,Germany,RB,['CB'],71,60
Leonidas Stergiou,VfB Stuttgart,Bundesliga,Switzerland,CB,['RB'],71,60
Ross Stewart,Southampton,Premier League,Scotland,ST,,71,57
Kamaldeen Sulemana,Southampton,Premier League,Ghana,LW,"['ST', 'LM']",71,57
Ibrahim Sulemana,Atalanta,Serie A Enilive,Ghana,CDM,['CM'],71,40
Zion Suzuki,Parma,Serie A Enilive,Japan,GK,,71,101
César Tárrega,Valencia CF,LALIGA EA SPORTS,Spain,CB,,71,22
Filippo Terracciano,AC Milan,Serie A Enilive,Italy,RM,"['RB', 'LB', 'RW']",71,14
Tanner Tessmann,OL,Ligue 1 McDonald's,United States,CDM,['CM'],71,43
Norman Theuerkauf,Heidenheim,Bundesliga,Germany,CDM,['LB'],71,110
Sorba Thomas,FC Nantes,Ligue 1 McDonald's,Wales,RM,"['ST', 'RW']",71,103
Luke Thomas,Leicester City,Premier League,England,LB,,71,87
Jens Toornstra,FC Utrecht,Eredivisie,Holland,CAM,"['RM', 'CM']",71,129
Conor Townsend,Ipswich,Premier League,England,LB,,71,99
Boubacar Traoré,Wolves,Premier League,Mali,CDM,['CM'],71,75
Etienne Vaessen,FC Groningen,Eredivisie,Suriname,GK,,71,158
Nuno Santos,Vitória SC,Liga Portugal,Portugal,CM,,71,109
Zeno Van Den Bosch,Royal Antwerp FC,1A Pro League,Belgium,CB,,71,62
Hannes Van Der Bruggen,Cercle Brugge,1A Pro League,Belgium,CM,['CDM'],71,106
Zinho Vanheusden,KV Mechelen,1A Pro League,Belgium,CB,,71,127
Calvin Verdonk,N.E.C. Nijmegen,Eredivisie,Indonesia,LB,['CB'],71,114
Arno Verschueren,Sparta Rotterdam,Eredivisie,Belgium,CAM,['CM'],71,112
Birger Verstraete,OH Leuven,1A Pro League,Belgium,CM,['CDM'],71,153
Carlos Vicente,D. Alavés,LALIGA EA SPORTS,Spain,RM,['RW'],71,90
Mikel Villanueva,Vitória SC,Liga Portugal,Venezuela,CB,,71,109
Mattia Viti,Empoli,Serie A Enilive,Italy,CB,,71,105
Mërgim Vojvoda,Torino,Serie A Enilive,Kosovo,LM,"['CB', 'LW']",71,37
Timon Weiner,Holstein Kiel,Bundesliga,Germany,GK,,71,134
Mert Hakan Yandaþ,Fenerbahçe,Trendyol Süper Lig,Turkey,CM,['CAM'],71,30
Alessio Zerbin,SSC Napoli,Serie A Enilive,Italy,LW,['LM'],71,20
Jeroen Zoet,AZ,Eredivisie,Holland,GK,,71,78
Junior Adamu,SC Freiburg,Bundesliga,Austria,ST,,70,42
Anouar Ait El Hadj,R. Union St.-G.,1A Pro League,Belgium,CAM,"['CM', 'LM']",70,102
Doðan Alemdar,Stade Rennais FC,Ligue 1 McDonald's,Turkey,GK,,70,88
Bruno Costa,Nacional,Liga Portugal,Portugal,CM,['CDM'],70,159
Miguel Lopes,Estrela Amadora,Liga Portugal,Portugal,CB,['RB'],70,143
Giorgio Altare,Venezia,Serie A Enilive,Italy,CB,,70,124
Viti Rozada,UD Las Palmas,LALIGA EA SPORTS,Spain,RM,"['LM', 'RB', 'RW']",70,61
Kikas,Estrela Amadora,Liga Portugal,Portugal,ST,"['RW', 'LW']",70,143
Jordan Amavi,Stade Brestois 29,Ligue 1 McDonald's,France,LB,,70,76
Thierry Ambrose,KV Kortrijk,1A Pro League,France,ST,,70,132
Aurèle Amenda,Frankfurt,Bundesliga,Switzerland,CB,,70,46
Fabrizio Angileri,Getafe CF,LALIGA EA SPORTS,Argentina,LB,,70,59
José Arnáiz,CA Osasuna,LALIGA EA SPORTS,Spain,LM,"['ST', 'LW']",70,77
Majeed Ashimeru,RSC Anderlecht,1A Pro League,Ghana,CM,"['CDM', 'CAM']",70,92
Gastón Ávila,Ajax,Eredivisie,Argentina,CB,['LB'],70,69
Volkan Babacan,Baþakþehir,Trendyol Süper Lig,Turkey,GK,,70,104
Fodé Ballo-Touré,AC Milan,Serie A Enilive,Senegal,LB,['LM'],70,14
Abdoulaye Bamba,Angers SCO,Ligue 1 McDonald's,Côte d'Ivoire,CB,,70,142
Samuel Bastien,Fortuna Sittard,Eredivisie,Congo DR,CM,['LM'],70,156
David Bates,Standard Liège,1A Pro League,Scotland,CB,,70,130
Gabriel Batista,Santa Clara,Liga Portugal,Brazil,GK,,70,150
Bilal Bayazýt,Kayserispor,Trendyol Süper Lig,Turkey,GK,,70,149
Emin Bayram,KVC Westerlo,1A Pro League,Turkey,CB,,70,154
Adrian Beck,Heidenheim,Bundesliga,Germany,CM,['CAM'],70,110
Jeanuël Belocian,Leverkusen,Bundesliga,France,CB,['LB'],70,10
Berrocal,Getafe CF,LALIGA EA SPORTS,Spain,CB,,70,59
Marcus Bettinelli,Chelsea,Premier League,England,GK,,70,24
Emil Bohinen,Genoa,Serie A Enilive,Norway,CM,['CDM'],70,97
Kevin Bonifazi,Lecce,Serie A Enilive,Italy,CB,,70,66
Taylor Booth,FC Utrecht,Eredivisie,United States,RM,"['LM', 'RW']",70,129
Billal Brahimi,STVV,1A Pro League,Algeria,RW,"['ST', 'RM']",70,155
Mattijs Branderhorst,Fortuna Sittard,Eredivisie,Holland,GK,,70,156
James Bree,Southampton,Premier League,England,RB,['LB'],70,57
Abel Bretones,CA Osasuna,LALIGA EA SPORTS,Spain,LB,,70,77
Bruno Brígido,Estrela Amadora,Liga Portugal,Brazil,GK,,70,143
Archie Brown,Fenerbahçe,Trendyol Süper Lig,England,LM,"['LB', 'CB', 'LW']",77,30
Maxime Busi,Stade de Reims,Ligue 1 McDonald's,Belgium,RB,,70,89
Jofre,RCD Espanyol,LALIGA EA SPORTS,Spain,RM,"['LM', 'RW']",70,100
Martim Neto,Rio Ave FC,Liga Portugal,Portugal,CM,['CDM'],70,121
Pep Chavarría,Rayo Vallecano,LALIGA EA SPORTS,Spain,LB,['LM'],70,56
Leo Cordeiro,Estrela Amadora,Liga Portugal,Brazil,CM,,70,143
Pedro Álvaro,Estoril Praia,Liga Portugal,Portugal,CB,,70,125
Luís Silva,AVS Futebol SAD,Liga Portugal,Portugal,CM,['CDM'],70,157
Tanguy Coulibaly,Montpellier,Ligue 1 McDonald's,France,LM,"['RM', 'LW']",70,72
Lukas Daschner,VfL Bochum 1848,Bundesliga,Germany,ST,"['CAM', 'RW']",70,113
Marcos André,R. Valladolid CF,LALIGA EA SPORTS,Brazil,ST,,70,96
Madson,Moreirense FC,Liga Portugal,Brazil,RM,"['LM', 'RW']",70,131
Fisayo Dele-Bashiru,Lazio,Serie A Enilive,Nigeria,CAM,['CM'],70,34
Raffaele Di Gennaro,Inter,Serie A Enilive,Italy,GK,,70,7
Davide Diaw,Monza,Serie A Enilive,Italy,ST,,70,82
Juan Cruz,CD Leganés,LALIGA EA SPORTS,Spain,LM,"['CAM', 'RM', 'LW']",70,80
Sokratis Dioudis,Gaziantep,Trendyol Süper Lig,Greece,GK,,70,123
Carlos Domínguez,RC Celta,LALIGA EA SPORTS,Spain,CB,,70,25
Álex Domínguez,Toulouse FC,Ligue 1 McDonald's,Spain,GK,,70,91
Daniel Penha,Nacional,Liga Portugal,Brazil,CAM,"['RM', 'ST']",70,159
Couhaib Driouech,PSV,Eredivisie,Morocco,LW,['LM'],70,50
Milan ?uri?,Monza,Serie A Enilive,Bosnia and Herzegovina,ST,,70,82
Dennis Eckert Ayensa,Standard Liège,1A Pro League,Germany,ST,,70,130
Samuel Edozie,RSC Anderlecht,1A Pro League,England,LW,['LM'],70,92
Victor Edvardsen,Go Ahead Eagles,Eredivisie,Sweden,ST,,70,160
Johannes Eggestein,FC St. Pauli,Bundesliga,Germany,ST,,70,135
Ýrfan Can Eðribayat,Fenerbahçe,Trendyol Süper Lig,Turkey,GK,,70,30
Kingsley Ehizibue,Udinese,Serie A Enilive,Nigeria,RM,"['RB', 'RW']",70,118
Caleb Ekuban,Genoa,Serie A Enilive,Ghana,ST,"['RW', 'RM']",70,97
Oussama El Azzouzi,Bologna,Serie A Enilive,Morocco,CDM,['CM'],70,52
Oualid El Hajjam,Havre AC,Ligue 1 McDonald's,Morocco,RB,,70,122
Farid El Melali,Angers SCO,Ligue 1 McDonald's,Algeria,LM,"['RM', 'LW']",70,142
Yannik Engelhardt,Como,Serie A Enilive,Germany,CDM,['CM'],70,47
Patrick Erras,Holstein Kiel,Bundesliga,Germany,CB,['CDM'],70,134
Alieu Fadera,Como,Serie A Enilive,Gambia,LM,['LW'],70,47
Lamine Fomba,AS Saint-Étienne,Ligue 1 McDonald's,France,CDM,['CM'],70,117
Carlos Forbs,Wolves,Premier League,Portugal,LW,"['RW', 'LM']",70,75
Marlon Fossey,Standard Liège,1A Pro League,United States,RM,"['RB', 'RW']",70,130
Christian Früchtl,Lecce,Serie A Enilive,Germany,GK,,70,66
Cristian Gamboa,VfL Bochum 1848,Bundesliga,Costa Rica,RB,,70,113
Diego García,CD Leganés,LALIGA EA SPORTS,Spain,ST,['LM'],70,80
Denis Genreau,Toulouse FC,Ligue 1 McDonald's,Australia,CM,['CAM'],70,91
Pieter Gerkens,KAA Gent,1A Pro League,Belgium,CM,"['CAM', 'CDM']",70,137
Andrés Gómez,Stade Rennais FC,Ligue 1 McDonald's,Colombia,RM,['RW'],70,88
Josué Sá,Gil Vicente,Liga Portugal,Portugal,CB,,70,120
Dominik Greif,RCD Mallorca,LALIGA EA SPORTS,Slovakia,GK,,70,41
Semih Güler,Gaziantep,Trendyol Süper Lig,Turkey,CB,,72,123
Christian Gytkjær,Venezia,Serie A Enilive,Denmark,ST,,70,124
Geoffry Hairemans,KV Mechelen,1A Pro League,Belgium,RW,"['CAM', 'RM']",70,127
Ridgeciano Haps,Venezia,Serie A Enilive,Suriname,LM,"['LB', 'LW']",70,124
Liam Henderson,Empoli,Serie A Enilive,Scotland,CM,['CAM'],70,105
Lucas Áfrico,Farense,Liga Portugal,Brazil,CB,,70,148
Andrew Hjulsager,KAA Gent,1A Pro League,Denmark,CAM,['CM'],70,137
Mees Hoedemakers,N.E.C. Nijmegen,Eredivisie,Holland,CDM,['CM'],70,114
Carlo Holse,Samsunspor,Trendyol Süper Lig,Denmark,RM,"['CM', 'RW']",76,140
Mathias Honsak,Heidenheim,Bundesliga,Austria,LM,"['CAM', 'LW']",70,110
Pablo Ibáñez,CA Osasuna,LALIGA EA SPORTS,Spain,CM,['CDM'],70,77
George Ilenikhena,AS Monaco,Ligue 1 McDonald's,France,ST,,70,53
Marco John,TSG Hoffenheim,Bundesliga,Germany,LB,['LM'],70,39
Stanko Juri?,R. Valladolid CF,LALIGA EA SPORTS,Croatia,CDM,['CM'],70,96
Mohamed Kaba,Lecce,Serie A Enilive,France,CDM,['CM'],70,66
Takuro Kaneko,KV Kortrijk,1A Pro League,Japan,RW,"['CAM', 'RM']",70,132
Jesper Karlström,Udinese,Serie A Enilive,Sweden,CDM,['CM'],70,118
Mikkel Kaufmann,Heidenheim,Bundesliga,Denmark,ST,,70,110
Viktor Kovalenko,Atalanta,Serie A Enilive,Ukraine,CM,['CAM'],70,40
Joris Kramer,Go Ahead Eagles,Eredivisie,Holland,CB,,70,160
Thomas Thiesson Kristensen,Udinese,Serie A Enilive,Denmark,CB,,70,118
Larrazabal,Casa Pia AC,Liga Portugal,Spain,RM,"['RB', 'RW']",70,119
Julien Le Cardinal,Stade Brestois 29,Ligue 1 McDonald's,France,CB,['RB'],70,76
Donovan Léon,AJ Auxerre,Ligue 1 McDonald's,France,GK,,70,128
Pedro Pereira,Monza,Serie A Enilive,Portugal,RM,"['RB', 'LM', 'RW']",70,82
Javi López,Real Sociedad,LALIGA EA SPORTS,Spain,LB,,70,28
Pol Lozano,RCD Espanyol,LALIGA EA SPORTS,Spain,CDM,['CM'],70,100
Joe Lumley,Southampton,Premier League,England,GK,,70,57
André Ferreira,R. Valladolid CF,LALIGA EA SPORTS,Portugal,GK,,70,96
Seiya Maikuma,AZ,Eredivisie,Japan,RB,,70,78
Jordy Makengo,SC Freiburg,Bundesliga,France,LB,['CB'],70,42
Alejandro Marqués,Estoril Praia,Liga Portugal,Venezuela,ST,,70,125
Javi Martínez,CA Osasuna,LALIGA EA SPORTS,Spain,CM,['RM'],70,77
Chrislain Matsima,FC Augsburg,Bundesliga,France,CB,,70,107
Brice Maubleu,AS Saint-Étienne,Ligue 1 McDonald's,France,GK,,70,117
James McAtee,Manchester City,Premier League,England,RW,"['CM', 'CAM', 'RM']",70,2
Jakov Medi?,VfL Bochum 1848,Bundesliga,Croatia,CB,,70,113
Gideon Mensah,AJ Auxerre,Ligue 1 McDonald's,Ghana,LB,,70,128
John Mercado,AVS Futebol SAD,Liga Portugal,Ecuador,LW,"['LM', 'RM']",70,157
Karol Mets,FC St. Pauli,Bundesliga,Estonia,CB,,70,135
Enea Mihaj,FC Famalicão,Liga Portugal,Albania,CB,,70,115
Lucas Mincarelli,Montpellier,Ligue 1 McDonald's,France,LB,,70,72
Alan Minda,Cercle Brugge,1A Pro League,Ecuador,RM,"['ST', 'RW']",70,106
Koji Miyoshi,VfL Bochum 1848,Bundesliga,Japan,RM,"['CAM', 'RW']",70,113
Thomas Monconduit,AS Saint-Étienne,Ligue 1 McDonald's,France,CDM,['CM'],70,117
Weverson,Arouca,Liga Portugal,Brazil,LB,['LM'],70,139
Daniel Mosquera,Hellas Verona,Serie A Enilive,Colombia,ST,,70,98
Yerson Mosquera,Wolves,Premier League,Colombia,CB,['RB'],70,75
Santiago Mouriño,D. Alavés,LALIGA EA SPORTS,Uruguay,CB,['RB'],70,90
Abdul Mumin,Rayo Vallecano,LALIGA EA SPORTS,Ghana,CB,,70,56
Abdoulaye Ndiaye,Stade Brestois 29,Ligue 1 McDonald's,Senegal,CB,,70,76
Kiki,AVS Futebol SAD,Liga Portugal,Portugal,LB,"['CB', 'LM']",70,157
Aiden O'Neill,Standard Liège,1A Pro League,Australia,CDM,['CM'],70,130
Lucas Rosa,R. Valladolid CF,LALIGA EA SPORTS,Brazil,RB,"['RM', 'LB']",70,96
Ado Onaiwu,AJ Auxerre,Ligue 1 McDonald's,Japan,ST,['LM'],70,128
Amine Oudrhiri,Rio Ave FC,Liga Portugal,France,CM,['CDM'],70,121
Cenk Özkacar,R. Valladolid CF,LALIGA EA SPORTS,Turkey,CB,['LB'],70,96
Alex Paulsen,AFC Bournemouth,Premier League,New Zealand,GK,,70,65
Leonardo Pavoletti,Cagliari,Serie A Enilive,Italy,ST,,70,95
Alisson Safira,Santa Clara,Liga Portugal,Brazil,ST,,70,150
Rodrigo Pinho,Estrela Amadora,Liga Portugal,Brazil,ST,,70,143
Bruno Almeida,Santa Clara,Liga Portugal,Portugal,CAM,['LW'],70,150
Léo Pétrot,AS Saint-Étienne,Ligue 1 McDonald's,France,LB,['CB'],70,117
Patrick Pflücke,KV Mechelen,1A Pro League,Germany,LM,"['RM', 'LW']",70,127
Benedikt Pichler,Holstein Kiel,Bundesliga,Austria,ST,,70,134
Finn Porath,Holstein Kiel,Bundesliga,Germany,RM,"['CM', 'RW']",70,134
Ivan Prtajin,Union Berlin,Bundesliga,Croatia,ST,,70,84
Tymoteusz Puchacz,Holstein Kiel,Bundesliga,Poland,LB,['LM'],70,134
Ylber Ramadani,Lecce,Serie A Enilive,Albania,CDM,['CM'],70,66
Jesús Ramírez,Vitória SC,Liga Portugal,Venezuela,ST,,70,109
